pai_version,fiscal_year,theme_number,theme_slug,indicator_id,mandatory,kind,indicator,numerator,denominator,source_url,retrieved_utc
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,395,Optional,ratio,Percentage of Children age 6-59 months who are anaemic (<11.0g/dl),Children aged 6-59 months who are anemic,Total Number of children in age group 6-59 months,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,397,Optional,binary,Did Gram Panchayat make efforts to provide palliative care to the needy?,Did GP make efforts to provide palliative care to the needy?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,398,Mandatory,ratio,Percentage of Eligible Receiving SSS - Elderly Pension,Number of Eligible Elderly receiving respective Pensions,Total number of Eligible Elderly Destitute,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,399,Mandatory,ratio,Percentage of Eligible Receiving SSS - Destitute Pension,Number of Eligible Destitute receiving respective Pensions,Total number of Eligible Destitute,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,400,Mandatory,ratio,Percentage of Eligible Receiving SSS - SC/STs destitute receiving destitute pension,Number of Eligible SC/STs destitute receiving respective Pensions,Total number of Eligible SC/STs Destitute,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,401,Mandatory,ratio,Percentage of Eligible Women Receiving SSS - Women destitute receiving destitute pension,Number of Eligible women Destitute receiving respective Pensions,Total number of Eligible women Destitute,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,406,Mandatory,binary,Whether the coverage of SC/ST beneficiaries in the Development programme is ensured,Whether the coverage of SC/ST beneficiaries in the Development programme is ensured,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,407,Optional,binary,Whether the Transgender gets the eligible financial support?,Whether the transgender gets the eligible financial support?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,408,Mandatory,ratio,Percentage of persons (out of total eligible population) receiving social protection benefits under Pradhan Mantri Matritva Vandana Yojana (PMMVY) or State Specific Scheme,Total number of beneficiaries receiving social protection benefits under PMMVY State Specific Scheme during the reference year,Total number of beneficiaries enrolled under Pradhan Mantri Matru Vandana Yojana(PMMVY) State Specific Scheme during the reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,409,Mandatory,ratio,Percentage of Differently abled persons having Ids cards,Number of Differently abled persons having Ids cards,Total number of Differently abled persons/ Women/Elderly persons/SC/STs,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,410,Mandatory,ratio,Percentage of Differently abled persons receiving differently abled pension,Number of Differently abled persons receiving differently abled pension,Total number of Differently abled persons/ Women/Elderly persons/SC/STs,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,411,Mandatory,ratio,Percentage of Differently abled persons provided with Assistive devices,Number of Differently abled persons provided with Assistive devices,Total number of Differently abled persons/ Women/Elderly persons/SC/STs,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,415,Optional,binary,Whether the Transgender has basic id proof?,whether the transgender has basic id proof?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,416,Mandatory,binary,Whether crime against differently abled reported from Gram Panchayat during reference year,"Whether Panchayat is tracking that crimes against women, children, aged and differently abled are reported and FIRs are filed?",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,417,Mandatory,binary,"Whether the GP has made list of Vulnerable (Ultra Poor, Aged, differently abled, SC/ST, Migrants, children, women etc.,)","Whether the GP has made list of Vulnerable (Ultra Poor, Aged, differently abled, SC/ST, Migrants, children, women etc.,)",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,418,Mandatory,binary,"Whether Panchayat has set up any community-based support mechanism for elderly, homeless and destitute","Whether Panchayat has set up any community-based support mechanism for elderly, homeless and destitute",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,419,Mandatory,binary,Whether the Gram Panchayat is arranged for support for Victims of unforeseen circumstances,Whether the GP is arranged for support for Victims of unforeseen circumstances,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,420,Mandatory,binary,Whether the Panchayat facilitates /has established a mechanism in building a livelihood for the victim if they need,Whether the Panchayat facilitates has established a mechanism in building a livelihood for the victim if they need,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,421,Optional,ratio,Percentage of population covered under Aadhaar,Total Population covered by Aadhar,Total GP Population,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,422,Mandatory,ratio,Percentage of Households living in Kuccha houses as defined in PMAY,Number of Household(HHs) living in Kutcha House,Total Households,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,423,Optional,ratio,Percentage of Poor & Ultra Poor Households (covered under NFSA PHH & AAY) with functional Household Water Tap connections (FHTC),Total Poor & Ultra Poor Households (covered under NFSA PHH & AAY) having functional Household water tap connection during the reference year,Total Poor & Ultra Poor Households (covered under NFSA PHH & AAY),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,428,Mandatory,binary,Whether the Status of infrastructure and civic services in the SC/ST habitations is equi,whether the Status of infrastructure and civic services in the SC/ST habitations is equatable to other,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,429,Mandatory,ratio,Percentage of homeless person in GP,Total number of homeless person,Total GP Population,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,430,Mandatory,ratio,Sex ratio at birth,Girl Live births during reference year,Male live birth during reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,431,Mandatory,ratio,Child Sex Ratio (0-6 years),Number of Girls in the age group 0-6 years,Number of Boys in the age group 0-6 years,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,432,Mandatory,binary,Whether there is any out of School Girl Children (6-14 years) in GP,Number of out of school girl children in GP,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,433,Mandatory,ratio,Whether dowry related cases were reported from Gram Panchayat during reference year,Number of dowry related cases reported in GP,Currently married women aged 15-49 years,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,436,Mandatory,ratio,Proportion of women aged 18 to 49 years who have ever experienced physical or sexual violence committed by their husband,Number of women aged 18 to 49 years who have ever experienced physical or sexual violence committed by their husband,total female population of 18-49 years,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,438,Mandatory,binary,Whether there is any missing Women during the refernce year,Number of Missing Women reported,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,439,Mandatory,binary,Whether any Missing Children reported from Gram Panchayat during reference year,Number of missing children reported,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,440,Mandatory,ratio,Whether there is any missing girl children during the reference year,Number of Missing Girl children reported,Number of missing children reported,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,443,Mandatory,binary,Whether Child Marriage has been reported from Gram Panchayat during reference year,Number of Child Marriage reported,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,445,Mandatory,binary,"Whether cases of violence,desertion of aged persons reported during the reference year","Number of cases of violence, desertion of aged persons",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,446,Optional,binary,Whether of cases of violence of differently abled reported during the reference year,Number of cases of violence of differently abled during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,447,Mandatory,binary,Did GP ensure appropriate interventions for prevention of atrocities against SC/ST?,Did GP ensure appropriate interventions for prevention of atrocities against SC/ST?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,448,Mandatory,binary,Did GP ensure participation of SC/STs members including SC/ST women in meeting and committees and in various initiatives of the GP?,Did GP ensure participation of SC/STs members including SC/ST women in meeting and committees and in various initiatives of the GP?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,449,Mandatory,binary,Were members from SC/ST involved in participatory planning and projectisation?,Whether members from SC/ST involved in participatory planning and projectisation?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,450,Mandatory,binary,Whether the GP ensured SC & ST social inclusion,Whether the GP ensured SC&ST social inclusion?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,451,Mandatory,ratio,Percentage of budget allocated for welfare of SCs and STs in GP,Total Budget allocated for welfare of SC/STs in GP,Total GP Budget ( All scheme),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,452,Mandatory,ratio,"Total GP spending on essential services (education, health and social protection) as percentage of total plan expenditure","GP expenditure in education, health and social protection",Total GP expenditure (All Scheme),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,543,Optional,ratio,Percentage of pregnant and lactating mothers who are anemic,Number of pregnant women and lactating mothers who are anemic,Total pregnant women and lactating mothers,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,564,Mandatory,ratio,Percentage of Women in SHGs benefitted Under Priority Household (PHH) & Antyodaya Anna Yojana(AAY) category,Total Number of Women in SHGs benefitted Under Priority Household (PHH) & Antyodaya Anna Yojana(AAY) category,Total number of Women under Priority Household (PHH) & Antyodaya Anna Yojana(AAY) category under NFSA,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,565,Mandatory,ratio,Percentage of women from AAY category in the SHGs,Total Number of Women from AAY category in the SHGs,Total number of Women under Antyodaya Anna Yojana(AAY)NFSA category,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,577,Mandatory,ratio,Whether crime against Women were reported from Gram Panchayat during reference year,No. cases registered under crime against women,Mid-year female population,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,578,Mandatory,ratio,Percentage of crimes against women to total crime,No. cases registered under crime against women,Total Cases registered under (Indian Penal Code) IPC and (Special and Local Law) SLL during reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,7,t7_socially_just_and_socially_secured_panchayat,593,Optional,ratio,Proportion of Physically Challenged provided institutional assistance covered through Day Care Centres funded by the Government /Community/CSO. Women /SC/ST /Aged,Number of physically challenged Women /Elderly/ SC/STs provided institutional assistance covered through Day Care Centres funded by the Government/ Community/CSO.,Total number of physically challenged Women /Eldelry/ SC/STs.,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,145,Mandatory,binary,Whether the issues related to children are discussed in the Gram Sabha,Whether the issues related to children are discussed in the Gram Sabha,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,454,Mandatory,binary,Whether Self Help Group(SHG)/ Primary Level Federation(PLF) has been part of Preparing GPDP,Presentation by SHG regarding poverty issues & poverty reduction plans,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,455,Mandatory,ratio,Percentage of committees /CBO involved in GPDP Planning,number of committees /Community Based Organization involved in GPDP planning,Total Committees/CBO,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,456,Mandatory,ratio,Percentage of departments participated in Preparation of GPDP,number of departments participated in preparation of GPDP,"Total number of Departments, participated in Gram Sabha",https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,458,Mandatory,binary,Whether GP has established partnership with Non-Government Organization (NGO)/Community Based Organization/Private Sector /Instution,Number of Partnership established with NGO /CBO/Private sector/institutions,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,459,Optional,ratio,Percentage of Youth and Children participation in at least in one IEC,Number of Youth and Children participation in at least in one IEC,Total youth and children population,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,460,Mandatory,ratio,Percentage of women participation in at least in one IEC,Number of women who have participated in atleast in one IEC/ awareness campaign,Total number of women,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,461,Mandatory,binary,Whether 9 Themes of LSDGs are being used in IEC by GP involving Committees,Number of themes (out of 9 LSDGs themes) in which IEC conducted involving Committees,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,462,Mandatory,binary,Whether activities conducted for youth and children during the refernce year,Number of Activities conducted for youth and children by GP,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,463,Mandatory,ratio,Percentage of activities supported by SHG to the total number of activities of Gram Panchayat,Number of activities in GP supported by SHGs,Total number of activities,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,464,Mandatory,ratio,Percentage of SHG issues addressed by GP,Number of SHGs issues addressed by GP,Total number of Issues raised by SHG,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,466,Mandatory,binary,Is Common Service Center co-located in GP,Is CSC co-located in GP,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,467,Mandatory,binary,Whether GP has provided online services,Number of online services provided by GP,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,468,Mandatory,ratio,Percentage of Services delivered as per the timeline of the Citizens’ Charter,number of Services delivered as per the timeline of the Citizens’ Charter,Total number of Services demanded covered in the Citizens’ Charter,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,469,Mandatory,ratio,Percentage of Grievances redressed,Number of Grievances redressed by GP,Total number of Grievances received during reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,470,Mandatory,binary,Whether the GP has availability of operational computer system,Whether the GP has availability of operational computer system,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,471,Mandatory,binary,Whether the GP has availability of internet connectivity,Whether the GP has availability of internet connectivity,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,472,Mandatory,binary,Whether the GP has availability of trained manpower,Whether the GP has availability of trained manpower,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,473,Mandatory,ratio,Percentage of public assets in the GP mapped available on portal,Number of public assets mapped on portal,Total number of Public Assets in GP as per GPDP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,474,Mandatory,ratio,Percentage of Geo Tagging of Projects/works,number of Activity / Projects Geo tagged & funded through GP,Total number of asset created,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,475,Mandatory,ratio,Online Management of Income and Expenditure,Expenditure updated online,Actual Expenditure as per records,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,478,Mandatory,binary,Closing of Accounts in eGramSwaraj- Annual,Whether Annually account book is closed in eGS by Is April 2023,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,480,Mandatory,binary,Updated Accounts of the panchayat visible on the Portal,Whether updated Accounts of the panchayat visible on the Portal,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,482,Mandatory,binary,Whether the Gram Panchayat Development Plan(GPDP) placed in the Gram Sabha within the scheduled time,Whether the GPDP is approved in the Gram Sabha,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,483,Mandatory,binary,Whether Gram Panchayat Development Plan (24-25) approved and uploaded on eGS portal prior to 31st March 2024,Whether the GPDP upload in the Portal,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,484,Mandatory,ratio,Percentage of works implemented to total works in the GPDP,number of GPDP works in progress( On Going ),Total number of Works in GPDP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,485,Mandatory,ratio,Percentage of activities taken up to the total number of activities as per Gram Panchayat Development Plan (GPDP),number of GPDP activities taken up ( Admin Approval done),Total number of activities in GPDP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,486,Mandatory,ratio,Percentage of Works completed to the total number of works taken up by GP,number of works completed by GP,Total number of works ( Admin Approval done),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,487,Mandatory,binary,Preparation of Disaster Risk Reduction Plan,Preparation of Disaster Risk Reduction Plan,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,491,Mandatory,binary,Whether the Citizen charter is prepared and upload in the Portal (Panchayat Charter website),Whether the Citizen charter is prepared and upload in the Portal (Panchayat Charter website),,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,492,Mandatory,binary,Whether the Gram Panchayat Office opened daily,Whether the GP Office opened daily,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,493,Mandatory,binary,Whether discussion on Progress of works & Utilization of Fund in GP Meeting,Whether Review of current year activities and fund utilization has been discussed in GP meeting,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,494,Mandatory,binary,Ensuring transparency in Tender process,Whether GP is ensuring transparency in Tender process,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,495,Mandatory,binary,Whether Progress of works & Utilization of Fund is placed in Gram Sabha,Whether Progress of works & Utilization of Fund is placed in Gram Sabha,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,496,Mandatory,binary,Whether Gram Panchayat accounts read out in the Gram Sabha,Whether Panchayat accounts read out in the Gram Sabha,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,497,Mandatory,ratio,Percentage of progress of works and utilization of fund displayed on the portal,Total number of progress of works and utilization of fund displayed on the portal,Total number of progress of works and utilization of fund,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,499,Mandatory,ratio,Percentage of Geo-tagging of all works,Number of asset-based works geotagged,Total number of asset created having geotagged,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,500,Mandatory,ratio,Percentage of Geo-tagging of all assets and works visible on portal,Number of Geo-tagging of all assets and works visible on portal (Assets which are started and Geo tagged ),Total number of assets and works,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,501,Mandatory,binary,Whether Social Audit report is uploaded in the MGNREGS Portal,Whether Social Audit report is uploaded in the MGNREGS Portal,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,504,Mandatory,binary,Whether the List of beneficiaries of all Schemes displayed in GP,Whether the List of beneficiaries of all Schemes displayed in GP,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,505,Mandatory,binary,Whether the List of beneficiaries of all Schemes is approved in the Gram Sabha,Whether the List of beneficiaries of all Schemes is approved in the Gram Sabha,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,8,t8_panchayat_with_good_governance,506,Mandatory,ratio,Percentage of information board at work site,number of work site having information board,Total number of work site,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=1,2026-09-06T06:50:29Z
